id,asset,milestone_year,investment_integer_storage_energy,capacity_storage_energy,investment_limit_storage_energy,solution
1,NL_Battery,2030,false,1000.0,,0.0022719605127165324
2,BE_Battery,2030,false,1000.0,,0.0
3,DE_Battery,2030,false,1000.0,,0.012921021937509068
4,FR_Battery,2030,false,1000.0,,0.0
5,LU_Battery,2030,false,1000.0,,0.048242204907055
6,CH_Battery,2030,false,1000.0,,0.0006221460574197408
7,UK_Battery,2030,false,1000.0,,0.007064622901896655
8,DK_Battery,2030,false,1000.0,,0.0003943708248680196
9,NO_Battery,2030,false,1000.0,,0.007386394851433579
10,IE_Battery,2030,false,1000.0,,0.0
11,SE_Battery,2030,false,1000.0,,0.0003179468707094202
12,AT_Battery,2030,false,1000.0,,0.02736039620145562
13,CZ_Battery,2030,false,1000.0,,0.007424187787726737
14,PL_Battery,2030,false,1000.0,,0.0
15,ES_Battery,2030,false,1000.0,,0.06545857928624173
16,IT_Battery,2030,false,1000.0,,0.009279485770239262
17,LT_Battery,2030,false,1000.0,,0.0
18,FI_Battery,2030,false,1000.0,,0.0
19,SI_Battery,2030,false,1000.0,,0.2661797329452062
20,HU_Battery,2030,false,1000.0,,0.0030412808718301675
21,SK_Battery,2030,false,1000.0,,0.08595073827444889
22,PT_Battery,2030,false,1000.0,,0.1988874127969475
23,HR_Battery,2030,false,1000.0,,0.0
24,RO_Battery,2030,false,1000.0,,0.0011386724351911792
25,GR_Battery,2030,false,1000.0,,0.3789945948785449
26,LV_Battery,2030,false,1000.0,,0.07235002514190728
27,EE_Battery,2030,false,1000.0,,0.20726138601138872
28,MT_Battery,2030,false,1000.0,,0.12021562064452156
29,CY_Battery,2030,false,1000.0,,0.238518288529302
30,BG_Battery,2030,false,1000.0,,0.21050650157918682
